name,prompt,negative_prompt
NA - Art Frahm style,"1950s pin-up illustrations, comedic mishaps, playful erotica, vintage Americana, cheeky scenarios, nostalgic art, vibrant colors, mid-century commercial art, whimsical compositions, cultural snapshots, fashion trends of the era, humorous undertones, everyday accidents, charming models, period-piece settings, artistic whimsy, lighthearted themes, classic beauty standards, illustrative storytelling, iconic imagery","dark gothic art, abstract expressionist pieces, futuristic concept art, minimalist modern design"
NA - Victoria Frances style,"gothic romanticism, dark fantasy art, melancholic portraits, ethereal women, vampire themes, mystical atmospheres, illustrated novels, sorrowful beauty, elaborate costumes, historical influences, supernatural stories, tragic heroines, somber colors, emotional depth, artistic narratives, detailed backdrops, cultural mythology, enigmatic characters, visual poetry, elegant despair, timeless allure","bright abstract paintings, cartoonish figures, urban landscapes, sports photography, digital minimalism"
NA - James C. Christensen style,"fantastical beings, detailed whimsy, allegorical art, spiritual themes, intricate costumes, imaginative worlds, narrative paintings, symbolic creatures, fine art fantasy, medieval influences, visual storytelling, whimsical landscapes, mythological elements, artistic detail, surreal adventures, cultural folklore, elaborate scenes, visionary artistry, magical realism, poetic imagination","abstract minimalism, urban graffiti, digital abstracts, stark realism"
NA - Richard Corben style,"dark fantasy, horror comics, muscular figures, dramatic lighting, underground art, science fiction themes, grotesque creatures, vibrant palettes, dynamic action, mature storytelling, atmospheric depth, graphic novels, eerie landscapes, supernatural horror, detailed textures, cult classic illustrations, bold expressions, pioneering animation, visceral narratives, iconic style","child-friendly themes, minimalist line art, corporate branding, pastel color schemes"
NA - Travis Charest style,"hyper-detailed comic art, futuristic landscapes, science fiction illustrations, precise linework, photorealistic textures, dynamic superhero poses, cinematic panels, complex character design, epic space operas, visual storytelling, advanced technology, dramatic shading, narrative depth, contemporary comics, atmospheric mood, illustrative finesse, sophisticated color schemes, action-packed scenes, artistic innovation, detailed backgrounds","folk art, abstract expressionism, simplistic caricatures, monochrome sketches"
NA - Kandinsky,"abstract forms, vibrant colors, non-objective composition, geometric and biomorphic shapes",
NA - Vince Colletta style,"classic comic inking, romantic scenes, delicate textures, Golden Age comics, dynamic figures, narrative illustration, traditional inking techniques, superhero art, detailed backgrounds, atmospheric shading, vintage comic books, artistic collaboration, line art mastery, character expressions, dramatic panel layouts, storytelling through art, iconic comic series, embellished details, ink wash techniques, nostalgia evoking","digital 3D modeling, abstract painting, hyperrealism, minimalistic design"
NA - Hsiao Ron Cheng style,"contemporary portraiture, surreal aesthetics, pastel color schemes, digital illustrations, ethereal subjects, minimalist design, dreamlike imagery, youthful innocence, soft tones, modern art, whimsical characters, poetic visuals, subtle surrealism, emotional depth, fashion influence, serene beauty, artistic simplicity, visual metaphors, gentle narratives, cultural commentary","gritty urban scenes, dark horror themes, saturated neon colors, chaotic compositions"
NA - Joey Chou style,"bright illustrations, children's book art, animated characters, playful designs, vibrant landscapes, whimsical storytelling, cartoon aesthetics, cultural motifs, joyful expressions, colorful narratives, imaginative worlds, cute animals, dynamic compositions, pop culture influence, digital painting, character art, theme park designs, lighthearted themes, engaging visuals, artistic joy","noir photography, abstract expressionist art, dystopian visuals, minimalist posters"
NA - Amanda Clark style,"enchanted forests, nature-inspired art, folklore illustrations, ethereal landscapes, magical creatures, bohemian style, whimsical themes, traditional painting, vibrant colors, spiritual symbolism, faerie tales, rustic charm, mystical beauty, dreamy aesthetics, cultural myths, woodland scenes, fantasy art, artistic storytelling, nature connection, seasonal motifs","urban digital art, cyberpunk themes, industrial design, neon-lit scenes"
NA - Nicoletta Ceccoli style,"pop surrealism, delicate figures, whimsical fantasy, eerie beauty, candy-colored landscapes, dream narratives, fairy tale art, soft pastels, melancholic atmospheres, imaginative characters, subtle horror, magical realism, narrative illustrations, contemporary fairy tales, emotional storytelling, visual poetry, otherworldly scenes, artistic depth, ethereal visuals, mystical allure","photojournalism, brutalist architecture, sports illustrations, high-contrast street photography"
NA - J. Scott Campbell style,"comic book pinups, dynamic heroines, exaggerated anatomy, vibrant illustrations, pop culture art, detailed costumes, action-packed scenes, fantasy characters, graphic novels, stylish superheroes, modern comics, artistic flair, visual humor, narrative covers, iconic poses, character design, lively expressions, polished art style, creative storytelling, fan-favorite series","abstract landscapes, minimalist abstracts, classical portraiture, subdued watercolors"
NA - Chris Claremont style,"narrative depth, character-driven stories, complex plots, superhero sagas, X-Men universe, dramatic conflicts, moral dilemmas, mutant mythology, epic storytelling, world-building, iconic story arcs, emotional resonance, cultural impact, genre-defining writing, team dynamics, psychological complexity, diverse characters, legacy comic writing, powerful dialogues, speculative fiction, creative collaboration","visual art styles, digital illustrations, cover art, storyboard art",
NA - Clayton Crain style,"digital painting, sci-fi themes, dark atmospheres, superhero action, intricate armor designs, dynamic lighting effects, cybernetic enhancements, gritty textures, atmospheric depth, vivid colors, dramatic character poses, epic battles, futuristic landscapes, menacing villains, glossy finishes, intense emotions, advanced technology, narrative illustration, immersive worlds, detailed cityscapes","traditional watercolor, minimalist landscapes, abstract expressionism, cheerful bright palettes",
NA - Olivier Coipel style,"dynamic superhero poses, detailed character work, epic storytelling, bold line art, dramatic action scenes, magical elements, expressive faces, cinematic panels, mythological influences, contemporary comics, powerful heroines and heroes, intricate backgrounds, fantasy settings, strong visual narratives, fluid motion, stylish costumes, vibrant illustrations, character dynamics, atmospheric mood, dramatic perspectives","simplistic sketches, pixel art, monochrome photography, non-dynamic still life",
NA - Howard Chaykin style,"graphic novel art, bold narratives, retro-futuristic themes, noir-inspired aesthetics, complex characters, urban environments, detailed panel layouts, satirical commentary, vibrant illustrations, pulp fiction influences, action-packed storytelling, innovative layouts, American comic books, character-driven plots, stylized violence, cultural critiques, period pieces, dynamic compositions, expressive inking, layered stories","abstract minimalism, pastoral landscapes, non-narrative abstract art, soft pastel tones",
NA - Krenz Cushart style,"digital illustrations, character design, vibrant anime influences, dynamic poses, expressive characters, detailed urban settings, conceptual art, creative compositions, pop culture references, lively color schemes, narrative depth, fashion and style, modern youth culture, energetic scenes, artistic experimentation, digital brushwork, atmospheric lighting, visual storytelling, cultural fusion, engaging visuals","classical oil painting, historical reenactments, minimalist abstracts, subdued color schemes",
NA - Roz Chast style,"cartoon strips, everyday life humor, autobiographical themes, quirky characters, New Yorker cartoons, satirical observations, pen and ink drawings, colorful illustrations, social commentary, relatable scenarios, witty narratives, suburban and city life, detailed domestic scenes, comedic relief, personal stories, neurotic yet lovable characters, expressive line work, cultural idiosyncrasies, slice-of-life art, charming absurdity","hyperrealistic art, dark fantasy illustrations, action-packed comics, high fantasy",
NA - George Cruikshank style,"19th-century satirical prints, political caricatures, social critique, detailed etchings, Victorian era illustrations, humorous commentary, historical narratives, moral stories, character studies, intricate line work, folk tales illustrations, classic literature, biting satire, visual journalism, period costumes, public figures depictions, societal reflections, pen and ink mastery, narrative art, cultural documentation","contemporary digital media, abstract expressionism, minimalist design, non-figurative sculpture",
NA - David Choe style,"street art, mural painting, graphic storytelling, wild brushstrokes, emotional expressionism, urban art, mixed media, intense colors, personal journeys, abstract portraits, cultural exploration, layered visuals, graffiti influences, spontaneous creativity, raw aesthetics, vibrant murals, autobiographical elements, artistic freedom, visual diaries, energetic compositions, unconventional techniques","classical portraiture, traditional landscapes, digital vector art, minimalistic posters",
NA - Laura Callaghan style,"watercolor illustrations, feminist themes, detailed interiors, modern life narratives, vibrant scenes, cultural identity, fashion and style, character-rich environments, social interactions, daily life aesthetics, bold patterns, expressive characters, contemporary women's issues, urban stories, hand-drawn art, colorful palettes, intricate designs, personal expression, visual storytelling, nuanced social commentary","abstract minimalism, monumental sculpture, industrial design, monochromatic sketches"
NA - Dave Coverly style,"humorous cartoons, whimsical drawings, offbeat humor, Speed Bump comic, insightful gags, everyday absurdities, social satire, animal antics, playful illustrations, light-hearted commentary, pen and ink simplicity, clever punchlines, universal themes, observational comedy, character quirks, life's ironies, minimalist art style, comedic strips, witty visual puns, relatable content, joyful artistry","epic landscapes, photorealistic paintings, high fantasy art, dark gothic imagery",
NA - Jon Carling style,"dreamlike sketches, mythical imagery, pen and ink fantasy, whimsical creatures, imaginative landscapes, folklore inspiration, visionary drawings, otherworldly scenes, nostalgic aesthetics, poetic illustrations, fantastical narratives, hand-drawn magic, ethereal visions, mystical beings, surreal adventures, intricate linework, personal mythology, enchanted forests, artistic exploration, delicate detail","digital 3D modeling, hyper-realistic portraits, urban photography, minimalist digital art",
NA - Dan Brereton style,"nocturnal illustrations, horror and fantasy themes, vibrant color use, painted art, superhero noir, dynamic characters, atmospheric settings, graphic novels, bold storytelling, dark imagery, supernatural elements, dramatic compositions, rich textures, genre blending, iconic figures, emotional depth, creative narratives, detailed costumes, expressive faces, night scenes","minimalist line art, abstract geometry, daylit realism, lack of color"
NA - Sandra Boynton style,"cartoon animals, playful humor, children's book illustrations, whimsical designs, lighthearted themes, simple lines, joyful expressions, educational content, board books, catchy rhymes, colorful art, family-friendly, character merchandise, musical projects, animated shorts, charming scenarios, engaging narratives, delightful characters, warm palettes, accessible art, universal appeal","dark fantasy, complex plots, photorealistic art, adult themes"
NA - Brom style,"dark fantasy art, gothic illustrations, brooding characters, epic paintings, horror elements, atmospheric mood, dystopian warriors, mythical creatures, dramatic lighting, rich color palettes, detailed armor, sinister landscapes, haunting beauty, supernatural themes, storytelling art, immersive worlds, character depth, emotional intensity, visual impact, stylistic boldness","bright pop art, minimalist abstracts, cheerful children’s illustrations, pastel colors"
NA - Al Capp style,"satirical comic strips, Li'l Abner, social commentary, caricatured characters, Americana humor, rural settings, political satire, classic cartoons, narrative humor, iconic American culture, dynamic storytelling, vintage illustration, mid-century art, cultural critique, exaggerated features, sequential art, lampooning stereotypes, engaging plots, visual wit, historical references","high fantasy, digital 3D art, abstract expressionism, futuristic themes"
NA - Becky Cloonan style,"indie comics, dark storytelling, intricate linework, gothic themes, punk aesthetics, narrative illustration, character portraits, atmospheric horror, self-publishing, dynamic action, fantasy worlds, expressive characters, modern mythology, graphic novels, detailed settings, creative versatility, emotional narratives, horror fantasy, stylistic innovation, visual storytelling, cultural motifs","classical landscape painting, photorealistic portraits, bright abstract art, non-narrative design"
NA - Bill Carman style,"surreal illustrations, fantastical creatures, unique character design, imaginative worlds, mixed media art, vibrant colors, whimsical narratives, detailed textures, contemporary fantasy, artistic experimentation, visual storytelling, dream-like scenes, quirky humor, otherworldly landscapes, narrative complexity, emotional depth, symbolic imagery, cultural fusion, dynamic compositions, artistic originality","documentary photography, industrial design, minimalistic sketches, urban street art"
NA - Bob Clampett style,"animated cartoons, dynamic expressions, Looney Tunes, slapstick humor, character animation, pioneering television, comedic timing, exaggerated movements, iconic characters, animation direction, visual gags, classic animation, storyboard creativity, voice acting innovation, cultural impact, entertainment history, animated storytelling, zany scenarios, cartoon violence, narrative pacing, artistic legacy","photorealistic still life, high fantasy art, abstract minimalism, somber drama"
NA - Clyde Caldwell style,"fantasy illustrations, role-playing game art, female warriors, dragon art, heroic fantasy, detailed paintings, vibrant scenes, Dungeons & Dragons, sword and sorcery, epic landscapes, character art, adventure themes, mythical creatures, traditional painting, genre artwork, action poses, magical settings, fantasy novels, atmospheric depth, visual richness","urban photography, digital abstracts, minimalist portraits, contemporary streetwear design"
NA - Dan Clowes style,"graphic novels, indie comics, alternative culture, character studies, suburban malaise, satirical narratives, Eightball, minimalist art, psychological depth, dark humor, social observation, contemporary life, narrative illustration, detailed portraiture, cultural critique, visual storytelling, comic book art, introspective characters, existential themes, pop culture commentary","epic landscapes, abstract expressionism, photorealistic art, bright and cheerful themes"
NA - Darwyn Cooke style,"retro-inspired comics, noir aesthetics, graphic design, bold lines, cinematic storytelling, classic superhero art, vintage animation, stylish characters, narrative economy, DC: The New Frontier, dynamic action, 1950s and 60s culture, pulp fiction style, modern classicism, character-driven stories, minimalist color palettes, art deco influences, elegant compositions, visual storytelling, homage to golden age","hyper-detailed illustration, digital 3D models, abstract cubism, post-modern deconstruction"
NA - Amy Brown style,"fantasy fairy art, whimsical creatures, vibrant watercolors, ethereal themes, magical forests, delicate wings, nature-inspired designs, dreamy landscapes, intricate details, mystical beings, playful characters, enchanting worlds, soft textures, floral motifs, imaginative compositions, fantasy illustration, captivating beauty, serene atmospheres, artistic charm, visual enchantment","urban realism, abstract minimalism, industrial scenes, dark horror themes"
NA - Gary Baseman style,"pop surrealism, whimsical characters, dark humor, vibrant palettes, narrative paintings, playful art, cross-media storytelling, toy design, fantastical creatures, bold lines, cultural commentary, emotional depth, mixed media, contemporary illustration, kitsch influence, unique visual language, artistic exploration, imaginative worlds, dynamic expressions, pop culture infusion","classical portraiture, traditional landscapes, minimalistic abstracts, photorealistic imagery"
NA - Earle Bergey style,"vintage pulp covers, science fiction and fantasy art, dramatic compositions, retro futurism, pin-up aesthetics, bold colors, adventurous themes, classic illustration, golden age of sci-fi, suggestive poses, space opera visuals, iconic magazine art, narrative imagery, atmospheric scenes, mid-century design, stylized figures, cultural icons, imaginative worlds, artistic legacy, visual storytelling","modern digital art, abstract expressionism, minimalist design, contemporary urban photography"
NA - Brian Michael Bendis style,"graphic novel storytelling, dynamic comic scripting, character-driven narratives, superhero lore, complex plots, dialogue mastery, urban settings, noir influences, creative collaboration, Marvel and DC universes, innovative panel layouts, cultural impact, genre blending, visual narrative guidance, character creation, emotional depth, serialized storytelling, impactful writing, creative direction, pop culture shaping","single-frame art, abstract landscapes, non-narrative abstract painting, traditional fine art"
NA - Johanna Basford style,"intricate ink art, adult coloring books, detailed illustrations, botanical drawings, black and white wonderlands, hand-drawn flora and fauna, interactive art, whimsical gardens, therapeutic creativity, nature-inspired designs, immersive worlds, artistic mindfulness, pattern richness, wildlife artistry, enchanting landscapes, visual puzzles, ornamental style, imaginative exploration, detailed linework, artistic engagement","urban graffiti, digital pixel art, minimalist posters, abstract expressionist works"
NA - Norm Breyfogle style,"comic book artistry, dynamic superhero illustrations, expressive inking, dramatic shadowing, Batman comics, visual storytelling, action-packed panels, emotional expressions, iconic character design, narrative depth, atmospheric mood, detailed environments, creative layouts, vibrant action sequences, character dynamics, innovative style, graphic novel visuals, legacy artwork, pop culture impact, artistic flair","still life photography, landscape painting, abstract cubism, non-figurative sculpture"
NA - Nate Beeler style,"editorial cartoons, political satire, social commentary, caricature art, humorous illustrations, public figures, topical humor, pen and ink, sharp wit, newspaper art, visual journalism, cultural critique, poignant observations, American politics, expressive characters, narrative cartoons, civic dialogue, societal reflections, engaging narratives, visual puns","abstract non-narrative art, minimalist landscapes, photorealistic portraiture, digital abstract designs"
NA - Steve Bell style,"political cartoons, satirical commentary, British politics, caricatures of politicians, incisive humor, editorial illustration, social critique, pen and ink drawings, daily comics, Guardian cartoons, cultural observations, narrative satire, public discourse, iconic imagery, witty visual narratives, contemporary issues, artistic activism, sharp satire, historical context, political insight","genre fiction illustration, high fantasy art, romantic portraiture, non-critical abstract art"
NA - Frances Brundage style,"vintage children's book illustrations, Victorian era art, sentimental scenes, holiday postcards, angelic children, delicate watercolors, nostalgic imagery, charming characters, early 20th-century illustration, feminine aesthetics, soft palettes, detailed costumes, historical settings, narrative art, gentle expressions, cultural nostalgia, period piece illustration, artistic craftsmanship, visual storytelling, warmth and innocence","contemporary urban art, digital media installations, abstract expressionist paintings, industrial design"
NA - Clay Bennett style,"editorial cartoons, contemporary satire, political humor, social issues, crisp linework, digital illustration, American politics, environmental commentary, visual puns, cultural critique, award-winning journalism, concise visual commentary, thought-provoking art, public opinion, civic engagement, clear messaging, editorial opinion, societal observations, poignant satire, media critique","fantasy novel covers, abstract expressionist art, wildlife photography, non-satirical fine art"
NA - Simon Bisley style,"dynamic comic art, heavy metal aesthetics, gritty textures, intense action scenes, bold colors, supernatural themes, graphic violence, detailed character work, fantasy and sci-fi fusion, kinetic energy, expressive anatomy, atmospheric mood, epic storytelling, vibrant illustrations, dark humor, iconic characters, revolutionary artwork, creative versatility, powerful visual impact, artistic boldness","minimalist design, pastel color palettes, subtle landscapes, gentle themes"
NA - Don Blanding style,"vagabond poet illustrations, romantic depictions, Art Deco influence, delicate line art, floral motifs, soft watercolors, vintage Americana, poetic imagery, nostalgic scenes, travel sketches, elegant simplicity, lyrical compositions, warm palettes, serene landscapes, whimsical designs, nature-inspired art, cultural exploration, period aesthetics, evocative portraits, reflective mood","urban street art, digital abstracts, neon pop culture, heavy industrial themes"
NA - Dick Bruna style,"minimalist children's book art, iconic Miffy character, bold outlines, primary colors, clear visual language, playful designs, graphic simplicity, emotional expression through simplicity, educational illustrations, universal appeal, clean composition, narrative clarity, cultural iconography, timeless design, visual storytelling, character creation, impactful minimalism, artistic purity, engaging simplicity","complex fantasy art, dark gothic themes, photorealistic portraits, cluttered compositions"
NA - Mark Bagley style,"dynamic superhero comics, detailed action sequences, expressive character poses, Marvel Universe, clear storytelling, vibrant panels, consistent art style, iconic Spider-Man art, energetic layouts, intricate battles, character dynamics, fluid motion, dramatic visuals, classic comic book art, fan-favorite illustrations, narrative engagement, creative panel use, heroic anatomy, visual excitement","abstract expressionism, minimalist posters, non-figurative sculpture, dark horror illustration"
NA - Del Kathryn Barton style,"vivid contemporary art, intricate patterns, rich textures, surreal portraits, bold use of color, emotional depth, feminist themes, organic forms, fantastical elements, detailed brushwork, nature-inspired scenes, psychological exploration, vibrant landscapes, symbolic imagery, artistic innovation, lush compositions, emotional expressiveness, cultural commentary, visual lushness, complex narratives","urban photography, industrial design, minimalistic digital art, monochrome sketches"
NA - Kerem Beyit style,"fantasy digital art, epic dragons, detailed character illustrations, mythical creatures, vibrant battle scenes, rich world-building, dramatic lighting, imaginative landscapes, heroic figures, intense color palettes, science fiction and fantasy fusion, storytelling through art, atmospheric depth, creative creature design, artistic detail, visual storytelling, dynamic compositions, immersive fantasy worlds","street photography, abstract minimalism, modern graphic design, simplistic line drawings"
NA - Art Baltazar style,"playful children's comics, bright and cheerful art, cartoonish simplicity, kid-friendly superheroes, humorous storytelling, colorful illustrations, engaging narratives for young readers, energetic characters, positive themes, accessible art style, fun and whimsical designs, educational content, comic book humor, lively visual storytelling, creative character design, vibrant worlds, entertaining educational art, joyful expressions","photorealistic art, dark and mature themes, abstract conceptual art, minimalist aesthetics"
NA - Tim Biskup style,"modern pop art, bold geometric shapes, vibrant color schemes, mid-century modern aesthetic, abstract characters, playful surrealism, contemporary design, graphic illustrations, cultural mashups, colorful abstractions, dynamic compositions, art and music fusion, visual rhythm, stylistic experimentation, artistic playfulness, joyful creativity, decorative art, unique visual language, thematic diversity","classical Renaissance art, photorealistic portraiture, urban decay photography, minimalist monochromes"
NA - Jan Berenstain style,"iconic children's book art, The Berenstain Bears, family-friendly themes, educational storytelling, warm and engaging illustrations, moral lessons, charming animal characters, accessible visual style, vibrant scenes, narrative illustration, wholesome content, playful designs, community values, gentle humor, loving family portrayals, detailed domestic settings, classic children's literature, storytelling warmth, cultural impact","abstract expressionist paintings, dark fantasy illustrations, high fashion photography, industrial design sketches"
NA - Lynda Barry style,"expressive cartooning, autobiographical comics, raw emotional storytelling, mixed media art, narrative collage, vibrant hand-lettering, grassroots comic art, cultural observations, everyday life exploration, DIY aesthetic, punk culture influence, emotional resonance, character-driven narratives, indie comics, creative writing, visual diaries, therapeutic art practices, insightful humor, experimental layouts, grassroots storytelling","digital 3D modeling, hyper-realistic digital art, classical landscape painting, minimalist abstract geometry"
NA - John Bauer style,"Swedish folklore illustrations, mystical forests, trolls and mythical creatures, dark and enchanting landscapes, early 20th-century art, detailed pen and ink, ethereal watercolors, folklore narratives, whimsical yet somber tones, iconic fairy tales, cultural heritage, atmospheric depth, timeless storytelling, Nordic mythology, captivating characters, natural elements, fantastical realism, intricate detailing, magical ambiance, folk art tradition","modern digital art, abstract expressionism, urban graffiti, pop culture posters"
NA - Kate Beaton style,"humorous historical comics, witty satire, literary and cultural references, minimalist line art, educational yet entertaining, sharp commentary, Hark! A Vagrant series, expressive characters, social critique, clever punchlines, historical figures in modern contexts, playful illustrations, pen and ink sketches, accessible humor, historical awareness, narrative cleverness, insightful humor, comedic timing, character-driven stories, literary wit","photorealistic portraits, high fantasy illustrations, dark horror themes, digital 3D models"
NA - Mary Blair style,"mid-century modern design, vibrant color palettes, Disney concept art, whimsical characters, bold and simplified shapes, innovative children's book illustrations, pioneering animation design, expressive landscapes, iconic theme park attractions, stylized figures, imaginative worlds, color theory mastery, artistic influence on animation, playful scenes, visual storytelling, groundbreaking artistic style, dynamic compositions, cultural impact, artistic versatility","dark gothic art, hyperrealistic digital painting, minimalist monochrome, abstract cubism"
NA - Ralph Bakshi style,"groundbreaking animation, adult-themed cartoons, urban and gritty settings, social commentary, innovative filmmaking, expressive characters, 1970s and 80s culture, mixed media techniques, controversial narratives, fantasy and sci-fi themes, dynamic motion, cultural critique, pioneering visual styles, animated storytelling, unique artistic vision, experimental animation, bold thematic content, visual innovation, edgy humor, narrative boldness","classical children’s animation, traditional fine art, minimalist graphic design, subdued color schemes"
NA - Sophie Blackall style,"children’s book illustrations, whimsical and heartfelt stories, detailed ink and watercolor, multicultural themes, tender human connections, evocative scenes, lyrical storytelling, Caldecott Medal winner, intricate patterns, expressive characters, everyday wonders, global narratives, charming animals, thoughtful compositions, visual warmth, narrative depth, artistic elegance, cultural exploration, emotional resonance, visual literacy","urban street photography, abstract expressionist art, high contrast digital art, minimalist industrial design"
NA - Wayne Barlowe style,"science fiction and fantasy art, detailed alien landscapes, imaginative creature design, hellish visions, extraterrestrial biology, dark fantasy worlds, conceptual artistry, otherworldly illustrations, environmental storytelling, biomechanical themes, deep sea to deep space, mythological interpretations, speculative evolution, artistic exploration of the unknown, cinematic concept art, visionary worlds, intricate detailing, atmospheric depth, immersive experiences","pop art, traditional landscape painting, abstract minimalism, cheerful children’s illustrations"
NA - Charlie Bowater style,"digital portraits, fantasy art, character design, atmospheric mood, expressive lighting, modern illustration, detailed textures, cinematic quality, dynamic characters, emotional depth, conceptual art, video game and film inspiration, ethereal beauty, storytelling through art, imaginative worlds, creative compositions, digital painting mastery, engaging narratives, artistic versatility, visual impact","industrial product design, documentary photography, abstract geometric patterns, minimalist posters"
NA - Alejandro Burdisio style,"retrofuturism, urban sketches, nostalgic futures, whimsical vehicles, architectural illustrations, alternative realities, vibrant cityscapes, imaginative transportation, steampunk influences, warm color tones, cinematic perspectives, detailed environments, cultural fusion, visual storytelling, atmospheric scenes, inventive concepts, playful designs, timeless aesthetics, narrative imagination, artistic innovation","high fantasy art, classical portraiture, abstract expressionism, digital minimalism"
NA - Anna and Elena Balbusso style,"award-winning book illustrations, elegant figurative art, contemporary classicism, rich symbolism, narrative depth, sophisticated color schemes, editorial illustrations, literary adaptations, dual artistic vision, cultural narratives, stylized portraiture, visual poetry, modern aesthetics, historical themes, conceptual art, expressive compositions, artistic collaboration, visual sophistication, thematic richness, cultural exploration","street art, pop culture merchandise, abstract non-figurative art, minimalist graphic design"
NA - Enoch Bolles style,"vintage pin-up art, 1920s and 30s glamour, vibrant illustrations, iconic magazine covers, commercial advertising, flirtatious poses, Art Deco influence, bold and bright color usage, charismatic characters, early American illustration, playful sensuality, fashion and beauty emphasis, dynamic figures, cultural iconography, period piece charm, artistic elegance, visual allure, stylistic innovation, narrative advertising","dark fantasy illustration, photorealistic portraiture, abstract digital art, contemporary street photography"

